,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_Dont_Know,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_Dont_Know,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_Dont_Know,Q14,Q15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q20,Q21,Q16
3022,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,2,5,3,3,2,3,2,4,4,3,3,2,4,5,3,3,5,5,5,5,4,3,5,2,2,A
3023,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,2,5,?,3,2,?,4,3,5,3,?,?,4,3,4,?,2,2,2,?,?,3,?,3,4,2,A
3024,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,5,?,?,?,?,?,?,5,5,5,1,?,2,5,?,?,?,1,5,5,5,?,1,3,3,A
3025,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,2,5,5,5,3,3,3,2,4,4,4,4,3,3,5,4,4,4,2,4,2,4,3,3,3,3,A
3026,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,4,4,3,3,3,3,3,4,4,3,3,2,4,4,3,3,3,2,3,2,3,3,3,2,2,B
3027,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,3,1,1,5,5,5,5,5,4,4,4,5,4,5,4,4,4,5,5,5,4,5,4,4,4,3,3,3,A
3028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,B
3029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,?,4,?,2,3,2,1,?,4,4,?,3,2,?,5,?,?,3,2,?,?,?,2,2,3,3,C
3030,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,4,4,3,?,?,2,3,4,3,4,2,3,1,3,2,1,3,3,?,2,?,3,3,3,3,B
3031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,4,3,4,3,1,3,3,3,3,3,2,4,3,2,5,4,2,3,3,1,1,1,A
3032,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,4,4,4,4,2,2,4,4,3,2,4,3,4,3,3,?,?,4,2,?,?,?,3,3,C
3033,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,3,?,?,5,5,1,1,3,3,2,3,3,?,4,2,3,4,2,3,?,?,2,?,3,3,C
3034,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,4,4,3,2,?,2,1,2,2,1,2,2,1,1,1,1,3,3,1,1,3,3,2,A
3035,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,2,1,4,?,?,1,?,?,?,?,?,?,2,2,2,2,?,2,?,2,?,2,?,?,?,2,2,A
3036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,2,3,2,3,4,3,A
3037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,5,4,4,4,4,3,4,4,3,2,2,2,2,3,2,2,4,2,3,4,2,3,2,4,2,A
3038,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,3,?,?,4,?,3,3,4,4,?,?,?,3,4,?,?,?,?,?,?,?,?,?,3,3,A
3039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,3,2,4,3,?,?,5,2,2,?,5,3,?,3,?,2,4,2,2,?,2,?,?,?,?,?,3,3,D
3040,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,3,3,4,2,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,A
3041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,2,5,5,5,4,1,3,3,4,5,5,2,2,2,4,2,2,2,2,4,4,2,3,3,3,2,A
3042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,?,2,4,4,5,?,?,3,1,4,2,2,?,2,?,3,?,?,2,?,?,5,?,2,3,3,D
3043,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,2,2,?,3,3,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,?,?,?,?,?,3,3,C
3044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,?,5,?,?,?,?,?,3,?,?,3,2,2,3,3,3,3,3,?,?,?,?,3,3,2,2,D
3045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,5,4,3,3,3,?,2,?,2,3,?,3,3,3,3,3,3,3,2,2,3,?,3,5,3,C
3046,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,3,4,4,?,4,?,2,3,4,?,?,?,?,?,4,?,?,2,2,?,?,?,?,?,3,3,A
3047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,B
3048,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,3,2,3,4,3,3,4,3,?,4,3,?,?,3,3,2,2,?,?,?,?,?,4,?,?,?,3,3,B
3049,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,5,1,5,1,1,2,4,3,3,3,2,3,2,3,2,2,2,1,1,3,3,3,1,1,1,2,3,3,C
3050,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,4,3,4,4,1,2,2,3,2,2,2,2,2,2,2,4,2,3,3,2,2,2,2,2,C
3051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,2,2,1,5,5,4,4,4,2,3,5,3,3,2,3,2,4,3,3,2,2,3,2,3,?,3,3,3,A
3052,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,3,3,3,4,3,2,2,4,3,3,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,B
3053,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,?,?,?,2,?,?,3,2,2,2,?,2,4,2,4,?,?,?,?,3,3,A
3054,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,2,3,2,2,2,1,4,2,?,2,2,2,4,2,2,2,2,2,2,3,?,?,3,3,C
3055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,5,?,5,?,5,?,?,?,?,?,?,?,?,?,?,?,4,4,D
3056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,5,5,1,4,4,4,4,4,4,1,2,2,4,4,4,4,4,2,4,4,4,2,4,2,1,A
3057,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,?,1,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,3,4,3,4,4,3,4,3,3,3,B
3058,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,4,2,2,4,4,4,5,2,2,4,4,4,4,1,2,2,5,4,2,5,2,4,1,3,2,2,3,2,A
3059,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,2,?,4,?,?,?,?,?,?,?,4,?,?,?,4,4,?,?,?,?,?,?,?,?,?,3,3,D
3060,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,3,3,2,3,1,1,3,1,4,2,3,2,1,1,1,1,2,?,3,3,?,2,1,3,3,B
3061,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,?,?,4,4,4,3,3,?,?,3,4,4,?,4,4,3,?,?,?,?,?,?,3,3,D
3062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,1,1,A
3063,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,4,3,3,4,3,3,2,2,1,3,2,1,3,1,1,1,1,1,1,3,2,3,3,2,3,3,C
3064,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,5,5,5,4,4,4,2,4,4,4,5,2,4,4,4,4,4,2,5,2,4,4,3,4,1,A
3065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,4,4,4,4,2,2,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,A
3066,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,2,1,2,4,4,4,3,4,4,3,3,3,3,2,3,2,4,2,3,4,2,3,3,3,3,3,2,2,A
3067,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,2,?,4,4,?,1,?,?,4,4,4,?,?,2,?,4,?,?,4,?,4,2,?,?,?,2,2,B
3068,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,?,1,3,4,3,1,2,1,4,1,?,1,1,1,1,1,4,1,1,4,1,4,3,1,4,B
3069,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,2,2,3,4,4,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2,A
3070,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,3,3,3,3,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,3,3,B
3071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,4,3,2,1,2,2,1,2,4,3,2,2,1,1,2,2,1,2,2,1,2,2,2,A
3072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,?,2,4,3,5,4,2,3,3,1,3,4,2,3,5,3,4,3,4,3,4,2,3,3,3,2,D
3073,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,1,5,5,?,3,?,?,1,1,?,3,1,?,?,5,?,?,?,1,?,?,5,?,5,3,2,A
3074,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,5,5,1,3,3,2,5,5,5,3,4,2,5,3,2,4,1,5,1,3,3,3,4,1,A
3075,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,3,1,2,3,2,2,3,2,A
3076,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4,4,3,2,3,1,4,3,4,3,2,2,1,3,3,?,?,?,3,2,2,2,3,3,3,D
3077,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,2,?,3,3,?,2,?,?,2,?,?,?,2,?,2,?,2,2,2,2,2,2,?,?,?,3,2,D
3078,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,1,1,5,5,?,5,5,3,4,4,4,3,2,3,2,5,3,3,4,2,4,4,3,2,2,4,2,A
3079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,?,3,3,?,?,?,?,?,?,?,?,?,?,3,?,3,3,3,2,3,?,?,?,?,3,3,D
3080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,?,2,?,4,?,?,3,?,?,2,?,?,?,3,1,?,?,?,?,4,1,?,?,?,?,?,3,2,D
3081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,4,4,3,4,4,3,2,2,2,2,2,2,2,4,4,4,4,4,3,3,B
3082,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,5,4,3,2,2,4,4,2,3,3,4,2,3,3,2,3,3,3,4,2,3,2,3,2,2,A
3083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,2,1,1,1,3,2,2,2,2,1,3,1,2,2,2,3,1,4,1,1,2,2,3,2,B
3084,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2,2,5,5,?,3,?,?,3,4,?,5,2,3,3,5,?,?,?,?,3,3,5,?,2,3,3,A
3085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,D
3086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,?,5,4,2,3,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,C
3087,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,2,5,4,3,1,3,1,2,4,3,3,2,4,4,5,3,3,2,1,4,3,4,2,3,4,2,A
3088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,3,4,2,4,5,5,?,?,2,?,4,5,4,4,3,4,3,3,2,5,5,5,3,4,B
3089,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,2,4,2,4,4,4,4,2,2,4,4,3,2,4,2,3,2,2,4,2,4,3,3,3,3,3,3,B
3090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,3,4,4,3,4,3,3,4,3,2,3,5,3,3,5,3,3,4,5,5,5,5,5,5,4,2,C
3091,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,?,?,?,?,3,?,2,2,4,?,?,2,2,3,?,?,3,4,4,2,2,?,2,1,3,2,A
3092,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,4,4,3,2,3,1,3,4,3,4,3,4,3,2,4,3,3,4,3,2,4,3,2,2,3,C
3093,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,2,4,3,4,3,3,2,3,3,2,3,3,4,3,2,2,3,4,2,2,3,3,4,3,2,3,B
3094,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,2,2,3,4,3,5,?,4,4,2,2,4,2,4,2,2,?,?,4,4,2,1,4,?,?,3,3,C
3095,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,2,2,4,4,3,2,2,2,2,4,4,3,1,2,2,2,2,2,?,?,4,4,2,1,2,3,2,B
3096,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,5,4,3,5,3,3,4,2,4,3,2,3,1,3,2,5,4,2,3,1,2,2,3,1,1,A
3097,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,5,4,?,5,4,3,4,5,5,5,4,3,4,5,5,5,5,3,5,5,3,3,3,4,1,A
3098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,1,1,3,1,1,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,3,3,C
3099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,2,2,4,4,4,2,?,3,3,4,4,?,4,2,?,4,?,?,4,?,3,3,5,?,3,3,2,A
3100,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,2,1,1,5,5,5,5,5,2,5,5,5,5,3,2,2,5,4,4,5,5,5,5,5,3,4,4,2,A
3101,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,3,2,2,5,4,4,4,2,2,2,2,4,3,2,1,3,3,1,1,2,3,4,2,3,2,1,2,2,B
3102,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,2,2,4,3,4,4,1,2,2,4,5,2,2,2,4,4,3,4,4,2,4,2,2,2,1,3,2,A
3103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,3,2,2,2,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,?,1,1,3,3,C
3104,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,?,2,3,3,?,?,2,2,2,2,4,3,?,2,2,1,4,2,2,?,2,2,2,2,2,2,3,3,D
3105,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,5,5,3,4,4,3,3,5,5,3,4,2,4,4,4,3,5,3,2,2,3,2,1,3,4,A
3106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,3,3,4,2,2,4,2,4,2,2,1,3,1,1,4,1,4,2,3,2,3,3,3,A
3107,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,2,2,3,4,4,3,3,2,4,4,4,4,2,4,4,3,3,2,4,4,3,3,4,3,3,3,2,A
3108,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,?,5,5,5,?,?,?,?,?,?,?,?,3,?,?,?,?,?,1,?,?,2,?,2,4,2,A
3109,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,?,2,5,5,3,1,3,1,5,3,4,2,4,3,4,4,5,2,4,2,3,4,3,5,3,1,B
